 ,Area,Mean,Min,Max,Angle,Length
304,7.45,5988.498,+AC0-3583.014,18654.02,+AC0-90,7.128
305,5.794,3530.88,+AC0-17012.367,16977.445,9.462,5.725
306,9.933,21843.591,10909,32766.863,+AC0-131.186,9.655
307,9.105,24592.626,12171.75,32762.875,+AC0-36.87,8.668
308,11.589,6788.742,+AC0-1307.556,11405.6,+AC0-98.746,11.449
309,11.589,8455.561,317.889,11728.096,+AC0-4.764,11.588
310,10.761,9813.93,+AC0-3196.611,16088.375,+AC0-124.992,11.039
311,10.761,8723.618,+AC0-5662.194,14319.814,+AC0-34.992,11.282
312,10.761,13717.442,355.312,25491.576,+AC0-109.983,10.649
313,9.933,16319.186,5599.5,25093.592,+AC0-33.69,10.284
314,8.278,13038.674,1949.833,22053.537,+AC0-108.435,7.865
315,8.278,12206.896,+AC0-323.458,22297.084,+AC0-12.529,8.61
316,9.933,11729.838,+AC0-25196,29550.576,+AC0-95.711,9.847
317,6.622,21743.968,12037.944,31569.744,+AC0-26.565,6.481
318,9.933,6120.61,+AC0-4215.25,13934.008,+AC0-142.125,10.259
319,9.105,9878.618,698.562,17310.963,+AC0-36.87,9.147
320,7.45,2392.04,+AC0-3181.184,8712.711,+AC0-140.194,7.691
321,9.105,5161.775,+AC0-40,12733.73,+AC0-48.814,9.523
322,6.622,3694.246,+AC0-1478.25,7967.732,+AC0-108.435,6.234
323,5.794,4777.366,+AC0-2417.5,10974.521,+AC0-9.462,5.546
324,7.45,4989.104,+AC0-5221.625,12012.156,+AC0-123.69,7.041
325,7.45,5294.912,317.172,10964.988,+AC0-20.556,7.455
326,6.622,7417.003,802.125,12998.021,98.13,6.259
327,6.622,6345.034,455.531,12541.545,0,6.483
328,9.105,12246.523,+AC0-5719.75,31524.119,+AC0-90,8.76
329,7.45,16786.171,+AC0-286.812,31715.576,7.125,7.142
330,6.622,2165.343,+AC0-7528.969,7664.743,+AC0-98.13,6.469
331,6.622,1584.713,+AC0-10911.312,9732.715,0,6.483
332,9.105,3862.068,+AC0-3295.5,14186.875,+AC0-84.289,9.169
333,9.933,2251.488,+AC0-9685.367,11346.931,+AC0-164.745,10.139
334,8.278,11012.003,+AC0-3184.778,21277.201,+AC0-125.538,8.267
335,8.278,14785.701,+AC0-423.083,21354.473,+AC0-35.538,7.932
336,7.45,12356.249,+AC0-688.486,23650.535,+AC0-75.964,7.317
337,6.622,14965.416,18.556,24313.66,23.199,6.646
338,5.794,2207.733,+AC0-7738.031,9933.109,+AC0-80.538,5.658
339,6.622,3225.64,+AC0-2701.82,9643.325,15.945,6.069
340,10.761,11075.979,4756.667,15109.667,+AC0-80.538,11.068
341,10.761,8622.719,+AC0-45.5,13978.48,0,10.464
342,5.794,6164.806,+AC0-6580.389,13221.611,+AC0-80.538,5.534
343,6.622,5259.436,+AC0-2184.278,10345.238,8.13,6.433
344,12.416,7286.998,+AC0-3285.444,14012.929,+AC0-59.744,12.509
345,12.416,5039.828,+AC0-5220.5,12193.167,30.256,12.835
346,8.278,+AC0-701.114,+AC0-9390.979,6474.343,+AC0-35.538,8.022
347,6.622,+AC0-1652.937,+AC0-9567.542,6923.41,+AC0-135,6.648
348,8.278,2333.408,+AC0-9450.889,11493.63,+AC0-71.565,8.587
349,8.278,5268.732,+AC0-4070.222,11238.977,12.529,7.778
350,5.794,766.398,+AC0-6338.375,7691.083,+AC0-90,5.118
351,5.794,483.038,+AC0-8410.625,7313.917,0,5.583
352,7.45,+AC0-10046.943,+AC0-15117.688,+AC0-6075.741,+AC0-90,6.881
353,4.967,+AC0-10273.269,+AC0-15061.062,+AC0-5740.166,0,4.789
354,10.761,4353.741,+AC0-5158.694,10646.864,+AC0-61.39,10.806
355,9.105,2548.331,+AC0-10357.694,10889.083,29.055,9.103
356,14.072,11247.689,+AC0-1101,19904.562,+AC0-142.431,14.997
357,11.589,11311.565,+AC0-2932.722,21846.199,+AC0-45,11.848
358,11.589,20137.889,+AC0-4039.292,31948.398,+AC0-98.746,11.809
359,11.589,19646.341,+AC0-2951.792,32767,+AC0-8.746,11.63
360,8.278,5397.728,+AC0-4672.111,15160.44,+AC0-104.036,7.978
361,7.45,9844.416,2726.333,15401.764,+AC0-7.125,7.318
362,9.933,8935.073,825.278,15251.76,+AC0-90,9.558
363,12.416,6159.927,+AC0-7828,13811.361,+AC0-8.13,12.479
364,10.761,5371.715,+AC0-8957.333,14434.056,+AC0-90,10.467
365,9.105,6743.948,+AC0-2634.667,13643.8,0,8.952
366,7.45,355.528,+AC0-5999.359,5920.844,+AC0-90,7.293
367,7.45,+AC0-92.344,+AC0-4943.094,4456.375,7.125,6.858
368,9.105,2636.388,+AC0-3022.302,9561.15,+AC0-84.289,9.508
369,9.933,+AC0-1405.509,+AC0-11506.431,8890.204,5.194,10.312
370,12.416,11615.556,2230.389,18645.131,+AC0-45,12.44
371,10.761,12217.468,5502.278,14545.701,34.992,11.23
372,12.416,3492.265,+AC0-7827.667,12591.477,+AC0-68.962,12.531
373,9.933,1745.402,+AC0-16821.111,9905.432,33.69,9.885
374,8.278,3825.191,+AC0-6147.611,10681.844,+AC0-75.964,8.019
375,6.622,3525.29,+AC0-10309.333,9101.48,23.199,6.578
376,10.761,6299.592,+AC0-5843.857,15128.627,+AC0-59.036,10.915
377,9.933,9542.458,424.25,15334.682,33.69,9.995
378,15.727,17486.718,2361.917,25883.166,+AC0-120.964,16.54
379,14.9,16816.157,4809,24137.715,135,15.446
380,8.278,5232.543,+AC0-106.156,9151.999,+AC0-77.471,8.423
381,6.622,4305.026,+AC0-1912.562,9609.238,15.945,6.634
382,9.105,9190.137,+AC0-9710.062,26901.078,+AC0-77.471,8.789
383,10.761,11527.825,+AC0-8041.875,28570.695,+AC0-164.745,10.483
384,9.933,12669.927,+AC0-7127.25,23255,+AC0-84.806,10.049
385,9.105,16586.506,2461.625,23636.75,5.711,9.217
386,9.105,13248.503,+AC0-4190.25,27245.266,+AC0-84.806,9.473
387,9.105,18150.063,7156.125,27490.883,5.711,9.409
388,8.278,12194.283,+AC0-138.203,23488.666,+AC0-71.565,8.42
389,7.45,14365.123,4634.656,19836.348,29.745,7.273
390,9.105,4187.543,+AC0-2525.583,10971.849,+AC0-73.301,9.213
391,6.622,3412.877,+AC0-5795.167,8744.842,15.945,6.437
392,6.622,7126.874,+AC0-989.109,14831.133,+AC0-90,6.657
393,5.794,8486.57,3193.918,14037.141,0,5.858
394,8.278,467.185,+AC0-15248.417,12274.219,+AC0-90,8.211
395,8.278,457.305,+AC0-15857.062,11987.458,6.34,8.601
396,5.794,12444.83,1472.875,18890.25,+AC0-99.462,5.402
397,5.794,12535.602,3616.556,18119.9,+AC0-9.462,5.757
398,9.933,27652.499,12920.667,32767,+AC0-101.31,9.63
399,7.45,29321.489,21612.5,32767,0,7.293
400,14.9,8458.092,+AC0-2129.886,17139.594,+AC0-118.072,15.2
401,14.9,12396.584,+AC0-879.5,22279.744,+AC0-28.072,15.326
402,10.761,8962.967,+AC0-2560.125,14237.573,+AC0-124.992,10.696
403,9.105,6519.304,+AC0-1805.25,12763.219,+AC0-36.87,9.03
404,9.105,12142.62,+AC0-57.969,19757.617,+AC0-56.31,9.463
405,7.45,10209.716,+AC0-100.711,19683.99,+AC0-150.255,7.491
406,7.45,3439.832,+AC0-4212.438,10937.469,+AC0-50.194,6.852
407,4.967,6657.186,230.906,12030.078,+AC0-126.87,4.762
408,5.794,6403.166,+AC0-3545.906,12287.698,+AC0-21.801,5.147
409,6.622,18343.307,6781.875,26025.85,+AC0-141.34,6.223
410,9.105,12577.365,2311.425,22370.439,+AC0-36.87,9.523
411,5.794,14591.352,5502.792,21637.525,+AC0-141.34,5.87
412,10.065,6159.188,+AC0-8572.444,11622.389,+AC0-86.82,12.795
413,8.476,7403.375,+AC0-5336.667,12469.389,+AC0-172.405,10.829
414,12.185,5573.205,+AC0-4725,13275.837,+AC0-50.528,16.312
415,10.595,2252.46,+AC0-7394.017,13306.053,+AC0-135,14.163
416,10.065,16260.039,+AC0-1102.75,29171.625,+AC0-70.56,13.311
417,7.417,16494.417,3691.833,23350.379,+AC0-157.38,9.621
418,7.946,19399.76,+AC0-5546.25,31293.75,+AC0-59.744,10.051
419,6.357,18978.009,+AC0-31,31088.336,37.875,8.007
420,6.357,13296.102,+AC0-735.945,25388.617,+AC0-90,8.097
421,6.887,9472.794,+AC0-12807.023,25341.857,0,8.787
422,8.476,13249.379,+AC0-2918.234,22618.852,+AC0-86.186,10.832
423,7.417,13008.733,3096.57,20885.086,14.036,9.135
424,5.298,13773.933,+AC0-930.453,22798.344,+AC0-82.875,6.265
425,4.768,13523.144,872.703,21206.371,14.036,6.022
426,7.417,12437.846,110.75,18998.635,+AC0-90,9.098
427,6.357,9755.489,1092.562,17187.135,0,8.189
428,6.357,10910.294,+AC0-4728.578,19104.736,+AC0-90,8.008
429,6.887,14084.315,3835.75,19277.336,0,9.009
430,7.417,5666.436,+AC0-4213.792,13892.5,+AC0-90,9.179
431,5.827,5605.103,+AC0-8448.556,14058.795,0,7.218
432,6.887,16139.261,+AC0-10859.469,28933.816,+AC0-104.036,8.786
433,8.476,15553.886,+AC0-12505.75,29949.289,+AC0-11.31,11.045
434,5.298,10614.743,1407.602,17226.104,+AC0-96.34,6.434
435,6.887,9993.365,1906.281,16008.479,+AC0-4.764,8.661
436,6.887,4098.418,+AC0-3432.167,9046.616,+AC0-90,8.918
437,6.887,6021.755,657.375,9112.723,+AC0-4.764,8.885
438,7.417,4069.331,+AC0-6013.611,10627.826,+AC0-71.565,9.733
439,6.357,5190.986,+AC0-2183.361,9588.28,+AC0-158.199,8.301
440,9.536,3631.338,+AC0-7358,9896.142,+AC0-57.265,12.09
441,7.417,3948.33,+AC0-2755.25,10519.828,36.027,9.699
442,6.887,10641.45,4013.764,13368.875,+AC0-65.556,8.795
443,6.357,8839.94,1594.333,14328.46,45,8.235
444,9.006,8898.023,+AC0-3133.5,16010.835,+AC0-82.875,11.409
445,8.476,8365.225,+AC0-1817.458,16503.389,24.775,11.031
446,9.536,11622.67,+AC0-5371.333,25278.756,+AC0-49.764,12.281
447,6.357,11439.684,+AC0-3316.806,24741.336,45,8.235
448,10.065,3604.659,+AC0-6710.667,11072.67,+AC0-56.31,13.391
449,7.417,2397.851,+AC0-7787.5,9252.161,38.66,9.365
450,7.417,5552.698,+AC0-5043,13483.975,+AC0-57.529,9.388
451,6.357,4619.732,+AC0-6644.167,13443.072,37.875,7.908
452,7.417,9437.475,628.333,17453.012,+AC0-48.366,9.289
453,5.298,11914.437,4323.333,17756.1,40.601,6.896
454,10.065,5432.097,+AC0-3803,10279.37,+AC0-42.879,13.325
455,8.476,6138.541,+AC0-1400.406,10035.948,47.726,10.799
456,6.357,5452.114,+AC0-5013,12129.818,+AC0-48.814,8.153
457,4.768,6642.304,580.083,11022.833,45,6.096
458,6.887,8854.899,1549.444,15798.893,+AC0-51.34,9.056
459,4.768,10069.57,+AC0-577.611,15650.406,50.194,5.5
460,9.006,9608.045,+AC0-509.996,18414.254,+AC0-54.462,11.986
461,7.417,9461.817,+AC0-893.406,14709.464,41.634,9.135
462,6.357,12184.309,2004.75,18517.379,+AC0-52.125,8.279
463,5.298,11137.123,808.917,18534.688,45,6.226
464,5.298,16419.99,2227.611,26850.639,+AC0-54.462,6.332
465,4.768,16306.052,+AC0-5927.583,27244.166,45,5.541
466,5.827,17227.402,10751.444,23873.75,+AC0-53.13,7.206
467,4.768,16588.612,3438.667,23729.041,+AC0-129.806,5.856
468,6.887,8109.41,+AC0-2078.118,14145.25,+AC0-41.634,8.513
469,5.298,9102.577,266.667,13901.687,49.399,6.698
470,8.476,823.491,+AC0-10634.641,9287.312,+AC0-53.13,10.573
471,5.827,4611.248,267.875,6457.625,45,7.141
472,6.887,11846.316,+AC0-11632.25,27504.25,+AC0-45,8.388
473,5.827,18690.256,293,29380.541,45,7.015
474,6.357,5606.112,+AC0-6335.424,16431.59,+AC0-65.556,8.303
475,5.827,8785.435,+AC0-716.556,16645.416,36.87,7.109
476,6.357,7117.443,+AC0-4718.25,16216.263,+AC0-45,8.12
477,4.768,8342.442,+AC0-2025.25,15807.25,56.31,5.629
478,5.827,6809.918,+AC0-8439.917,16678.297,+AC0-66.038,7.153
479,4.768,7957.42,+AC0-7393.778,16416.146,39.806,5.626
480,5.298,17784.571,+AC0-1113.128,31710.459,+AC0-69.444,6.329
481,4.238,19924.583,8556.379,26900.982,33.69,4.991
482,9.006,7158.59,+AC0-5373.496,21956.262,+AC0-64.983,11.845
483,7.417,9591.188,+AC0-6650.562,27328.76,30.256,9.694
484,7.946,+AC0-100.971,+AC0-17806.459,12052.233,+AC0-63.435,9.916
485,7.417,+AC0-3973.848,+AC0-21526.75,9527.815,39.289,9.809
486,5.827,7469.254,+AC0-8677.188,16864.855,+AC0-71.565,7.251
487,5.298,8038.724,+AC0-3592.375,16957.553,36.87,6.751
488,8.476,6754.002,+AC0-8024.688,18461.461,+AC0-56.31,10.801
489,9.006,7908.09,+AC0-6708.578,17861.277,+AC0-143.13,11.5
490,7.946,+AC0-7345.195,+AC0-17977.598,1972.516,+AC0-56.31,10.07
491,6.887,+AC0-4839.885,+AC0-17477.844,3116.625,32.471,8.983
492,5.827,5390.521,+AC0-3117.229,11986.875,+AC0-56.31,7.404
493,4.768,5568.007,+AC0-1887.75,11848.5,+AC0-140.194,5.74
494,8.476,6047.732,+AC0-7990,14911.852,+AC0-82.875,11.255
495,9.536,5148.103,+AC0-4388.167,14552.057,17.354,12.621
496,10.065,1973.118,+AC0-6382,7075.874,+AC0-102.529,13.168
497,10.595,2995.65,+AC0-9251.625,9745.882,+AC0-8.973,14.062
498,7.417,1022.955,+AC0-5676.875,5070.802,+AC0-90,9.282
499,7.417,1762.39,+AC0-5144.75,7144.092,4.399,9.659
500,9.536,8259.994,+AC0-2492.938,17032.988,+AC0-118.072,12.577
501,7.417,8323.494,+AC0-2320.125,17014.77,+AC0-22.62,9.236
502,7.946,14099.792,4748.771,24270.527,+AC0-48.013,9.837
503,6.357,13286.527,+AC0-1294.167,23641.178,+AC0-138.814,7.863
504,11.655,6801.284,+AC0-1269.016,13171.29,+AC0-50.906,15.645
505,7.417,7414.59,1705,13034.615,41.987,9.535
506,7.417,7414.59,1705,13034.615,41.987,9.535
507,8.476,4071.508,+AC0-4434.227,10557.981,+AC0-47.726,10.96
508,6.357,4767.357,+AC0-1885.781,11304.343,+AC0-131.186,7.84
509,7.946,3783.498,+AC0-3906.021,10863.038,+AC0-39.289,10.313
510,6.357,4190.805,+AC0-1226.844,11348.999,+AC0-131.186,8.151
511,7.946,4658.919,+AC0-618.362,11569.243,+AC0-41.987,9.946
512,7.417,3551.736,+AC0-3593.08,10510.613,+AC0-131.634,9.184
513,7.417,9178.496,+AC0-7826.5,22603.344,+AC0-36.027,9.753
514,6.357,10164.748,+AC0-1796.396,20324.859,+AC0-146.31,8.08
515,9.006,22568.534,6422.333,32767,+AC0-37.569,11.576
516,6.357,22750.213,11219.625,32767,+AC0-135,8.321
517,6.887,2011.974,+AC0-5723.181,9490.723,+AC0-55.008,8.497
518,6.357,1070.534,+AC0-9805.917,10157.128,37.875,8.018
519,7.946,5260.864,+AC0-11778.667,15394.541,+AC0-41.987,10.217
520,6.357,2641.588,+AC0-20720.74,15696.219,+AC0-131.634,8.336
521,9.006,4674.534,+AC0-1729.004,11669.7,+AC0-50.194,11.548
522,5.827,4102.486,+AC0-1136.75,6766.537,+AC0-135,7.206
523,7.946,19829.093,2209.25,31713.309,+AC0-56.31,10.476
524,6.887,18302.417,808.133,32481.609,+AC0-138.366,9.073
525,11.655,9648.133,+AC0-4731.722,14998.748,+AC0-35.218,15.146
526,8.476,7334.945,+AC0-4536.722,15168.455,+AC0-140.194,11.245
527,11.125,8123.583,546.5,16723.25,+AC0-53.13,14.778
528,9.006,6931.274,+AC0-4764.667,16732.174,+AC0-137.49,11.588
529,11.655,9096.786,+AC0-599.278,16697.564,+AC0-57.095,14.939
530,10.065,3086.242,+AC0-7261.265,15016.441,+AC0-149.036,12.899
531,7.417,5480.795,+AC0-4346.667,13370.279,+AC0-41.987,9.707
532,5.298,5927.711,+AC0-4834.778,12845.626,+AC0-144.462,6.276
533,12.714,14107.945,+AC0-11458.167,22468.412,+AC0-90,16.378
534,13.774,17670.476,+AC0-3403.5,25573.244,16.26,18.046
535,6.887,5287.428,+AC0-2477.667,13247.069,+AC0-90,8.614
536,5.298,6815.603,+AC0-3211.944,14748.636,6.34,6.699
537,5.827,939.342,+AC0-8051.167,7115.917,+AC0-95.711,7.174
538,6.887,927.377,+AC0-4583.137,7029.5,+AC0-19.983,8.518
539,6.357,1795.072,+AC0-3194.993,6887.364,+AC0-68.199,8.126
540,5.827,1612.028,+AC0-6131.969,6700.734,32.005,7.224
541,5.827,+AC0-331.993,+AC0-3118.125,2056.602,+AC0-77.471,7.137
542,4.768,+AC0-1405.488,+AC0-6704.562,2575.708,15.945,5.612
543,11.125,4324.936,+AC0-15795.667,14681.725,+AC0-40.914,14.383
544,7.417,8070.647,443.528,14911.72,41.987,9.65
545,11.125,7476.565,+AC0-5349.5,16083.4,+AC0-45,14.24
546,6.357,9319.813,1496.833,15046.934,+AC0-138.814,8.242
547,10.595,7669.579,1236.333,12864.11,+AC0-53.746,13.514
548,7.946,6141.484,+AC0-1231.167,12229.361,45,10.211
549,5.827,6868.763,648.559,12659.84,+AC0-53.13,7.104
550,6.357,6615.553,+AC0-450,12120.934,37.875,7.936
551,10.065,2066.22,+AC0-32127.5,19168.496,+AC0-42.709,12.782
552,6.887,2688.926,+AC0-10507.583,16316.033,+AC0-131.634,8.538
553,7.247,1088.8,930.681,1351.018,+AC0-50.389,16.369
554,5.34,1047.471,868.222,1168.23,+AC0-141.009,11.823
555,6.484,1097.756,903,1202.034,+AC0-45,14.618
556,4.196,1053.265,863.333,1173.347,+AC0-135,9.266
557,4.577,1222.567,1020.696,1354.316,+AC0-53.616,10.018
558,3.433,1224.724,1100.889,1378.14,+AC0-144.462,7.513
559,5.34,1039.467,951.085,1141.116,+AC0-52.306,11.823
560,5.912,1048.943,897.56,1157.4,+AC0-143.13,13.101
561,3.814,1197.824,1062,1296.643,+AC0-57.995,8.089
562,3.624,1199.761,1009.914,1328.667,+AC0-153.435,7.947
563,5.721,1127.657,981.55,1277.82,+AC0-38.047,12.64
564,4.196,1068.438,855,1204.433,+AC0-129.472,9.321
565,8.964,1032.26,917.496,1205.051,112.036,20.112
566,7.247,1009.663,743.148,1197.732,+AC0-150.642,16.179
567,5.912,1083.68,858,1263.467,+AC0-82.405,13.217
568,5.149,942.183,805.333,1030.503,171.254,11.2
569,5.912,1104.052,884.111,1249.737,+AC0-66.801,13.303
570,5.149,1145.949,923.667,1275.788,+AC0-155.376,11.204
571,4.577,979.36,826.333,1089.121,+AC0-63.435,9.899
572,3.242,995.395,877,1090.667,+AC0-151.928,7.161
573,4.196,987.048,711,1079.51,+AC0-81.469,9.142
574,3.814,1021.578,940.889,1066.526,0,8.152
575,4.768,1074.856,868.334,1147.481,+AC0-46.736,10.302
576,4.386,1067.734,900.333,1150.069,+AC0-138.814,9.506
577,6.294,1076.957,863,1234.444,+AC0-106.189,13.917
578,5.34,1038.714,866.788,1149.093,+AC0-21.801,12.004
579,5.531,999.652,866.334,1078.837,+AC0-52.306,12.231
580,5.531,948.815,759.333,1088.999,+AC0-136.469,12.148
581,5.721,1170.487,1009.332,1265.359,+AC0-59.036,12.684
582,4.386,1164.177,994.303,1307.313,+AC0-131.424,9.695
583,4.386,1171.885,1029.334,1268.46,+AC0-125.838,9.612
584,5.34,1163.784,1019,1240.004,+AC0-53.973,11.823
585,5.721,1140.697,925.688,1320.662,+AC0-63.435,12.63
586,5.34,1141.581,997.334,1256.493,+AC0-141.009,11.779
587,7.629,1250.358,997,1472.115,+AC0-46.042,16.886
588,5.149,1174.655,993.758,1400.18,+AC0-128.66,11.369
589,5.721,1248.291,986.995,1390.686,+AC0-60.751,12.784
590,4.005,1298.136,1121.222,1477.142,+AC0-153.435,8.855
591,3.624,1280.519,1168.222,1383,+AC0-45,8.031
592,4.768,1237.348,1104.5,1362.944,+AC0-124.992,10.661
593,4.768,1183.312,1031.445,1326.083,+AC0-53.616,10.424
594,4.768,1181.21,1075.667,1326.13,+AC0-136.736,10.302
595,4.959,1454.506,1256,1685.141,+AC0-61.39,11.086
596,4.005,1487.03,1259.778,1660.564,+AC0-153.435,8.855
597,6.103,1442.46,1165.78,1639.366,+AC0-35.754,13.742
598,3.814,1381.09,1176.667,1613.473,+AC0-124.509,8.157
599,3.433,1288.909,1091.001,1453.318,+AC0-69.444,7.462
600,2.861,1327.096,1215.999,1416.111,180,6.114
601,6.103,1264.972,1003.222,1496.26,+AC0-63.435,13.671
602,5.912,1250.331,1005.291,1441.555,+AC0-148.392,12.932
603,5.721,1298.449,1171.299,1489.133,+AC0-51.953,12.694
604,4.386,1291.502,1037.813,1497.709,+AC0-140.528,9.55
605,5.149,1418.046,1198.846,1611.668,+AC0-57.529,11.388
